Name,Team,W,L,ERA,GS,G,SV,IP,H,ER,HR,SO,BB,WHIP,K_per_9,BB_per_9,FIP,WAR,RA9_WAR,ADP,playerid
Eli Morgan,CLE,3,5,4.84,6,42,0,71,72,38,14,66,22,1.31,8.28,2.72,4.93,0,0.1,595.7,20203
Nicholas Mikolajchak,CLE,2,2,4.34,0,42,0,42,39,20,7,43,16,1.32,9.23,3.46,4.41,0,0.1,999,sa3010303
Enyel De Los Santos,CLE,0,0,4.23,0,8,0,8,7,4,1,8,3,1.32,9.42,3.66,4.41,0,0,999,18403
Aaron Pinto,CLE,0,0,4.35,0,1,0,1,1,0,0,1,0,1.35,8.95,3.64,4.43,0,0,999,sa3006823
Peyton Battenfield,CLE,0,0,4.53,0,0,0,1,1,1,0,1,0,1.32,8.04,2.83,4.58,0,0,999,sa3010133
Logan Allen,CLE,0,0,4.54,0,0,0,1,1,1,0,1,0,1.33,8.28,3.07,4.67,0,0,999,sa3014444
Joseph Cantillo,CLE,0,0,4.5,0,0,0,1,1,0,0,1,0,1.42,8.65,4.22,4.73,0,0,999,sa3005246
Carlos Frias,CLE,0,0,4.76,0,0,0,1,1,1,0,1,0,1.44,7.43,3.52,4.78,0,0,999,3547
Shane McCarthy,CLE,0,0,4.92,0,0,0,1,1,1,0,1,0,1.46,7.4,3.74,4.96,0,0,999,sa915740
Xzavion Curry,CLE,0,0,5.01,0,0,0,1,1,1,0,1,0,1.34,7.62,2.69,5.03,0,0,999,sa3014790
Evan Mitchell,CLE,0,0,5.06,0,0,0,1,1,1,0,1,0,1.48,6.44,3.43,5.08,0,0,999,sa708969
Adam Scott,CLE,0,0,4.94,0,0,0,1,1,1,0,1,0,1.44,7.6,3.76,5.14,0,0,999,sa3006826
Daniel Espino,CLE,0,0,5.09,0,0,0,1,1,1,0,1,1,1.52,8.12,4.67,5.16,0,0,999,sa3011495
Alexander Royalty,CLE,0,0,5.15,0,0,0,1,1,1,0,1,0,1.53,6.42,4,5.2,0,0,999,sa3006825
Danny Salazar,CLE,0,0,5.21,0,0,0,1,1,1,0,1,0,1.45,6.98,3.31,5.23,0,0,999,5867
Tanner Tully,CLE,0,0,5.02,0,0,0,1,1,1,0,1,0,1.42,5.84,2.85,5.25,0,0,999,sa873685
