Name,Team,W,L,ERA,GS,G,SV,IP,H,ER,HR,SO,BB,WHIP,K_per_9,BB_per_9,FIP,WAR,RA9_WAR,ADP,playerid
Diosmerky Taveras,HOU,0,0,5.72,0,0,0,1,1,1,0,1,1,1.74,6.4,5.92,5.89,0,0,999,sa3004872
Brayan De Paula,HOU,0,0,5.61,0,0,0,1,1,1,0,1,1,1.69,6.41,5.57,5.9,0,0,999,sa3005070
Jose Rivera,HOU,0,0,5.82,0,0,0,1,1,1,0,1,1,1.66,6.76,5.31,5.94,0,0,999,sa3003090
Misael Tamarez,HOU,0,0,5.86,0,0,0,1,1,1,0,1,1,1.65,6.81,5.2,5.96,0,0,999,sa3009632
Valente Bellozo,HOU,0,0,5.84,0,0,0,1,1,1,0,1,1,1.67,6.21,5.1,5.97,0,0,999,sa3006119
Cesar Gomez,HOU,0,0,5.92,0,0,0,1,1,1,0,1,0,1.65,5.05,4.3,6,0,0,999,sa3014799
Carlos Calderon,HOU,0,0,5.98,0,0,0,1,1,1,0,1,1,1.79,6.23,6.29,6.14,0,0,999,sa3009713
Alex Palmer,HOU,0,0,6.04,0,0,0,1,1,1,0,1,1,1.71,6.23,5.42,6.15,0,0,999,sa3011347
Kyle Gruller,HOU,0,0,6.08,0,0,0,1,1,1,0,1,1,1.72,6.6,5.64,6.18,0,0,999,sa3015387
Christian Mejias,HOU,0,0,6.15,0,0,0,1,1,1,0,1,1,1.73,5.97,5.43,6.23,0,0,999,sa946165
